destino,tipo,km,km_estimado,km_destapados,ruta,tamano,capacidad_desde,capacidad_hasta,precio_ida,precio_ida_vuelta
CALI,DESTINO,444,0,,"Med, Irra, Pereira, Buga",12 PX,12,12,3275024,4663699
CALI,DESTINO,444,0,,"Med, Irra, Pereira, Buga",14 PX,14,14,3859849,5496503
CALI,DESTINO,444,0,,"Med, Irra, Pereira, Buga",16 PX,16,16,4210745,5996185
CALI,DESTINO,444,0,,"Med, Irra, Pereira, Buga",19 PX,19,19,4620123,6006159
CALI,DESTINO,444,0,,"Med, Irra, Pereira, Buga",22-25 PX,22,25,4973357,6465365
CALI,DESTINO,444,0,,"Med, Irra, Pereira, Buga",30-42 PX,30,42,5848257,7602733
CAMILOCE,DESTINO,35,0,,"Med,Caldas",12 PX,12,12,491254,699555
CAMILOCE,DESTINO,35,0,,"Med,Caldas",14 PX,14,14,573129,816147
CAMILOCE,DESTINO,35,0,,"Med,Caldas",16 PX,16,16,655005,932740
CAMILOCE,DESTINO,35,0,,"Med,Caldas",19 PX,19,19,725184,942739
CAMILOCE,DESTINO,35,0,,"Med,Caldas",22-25 PX,22,25,818756,1064383
CAMILOCE,DESTINO,35,0,,"Med,Caldas",30-42 PX,30,42,947418,1231643
CAMPAMENTO,DESTINO,139,0,15,"Med,Don Matias,Santa Rosa,Yarumal.15 Kms dest",12 PX,12,12,1298313,1848824
CAMPAMENTO,DESTINO,139,0,15,"Med,Don Matias,Santa Rosa,Yarumal.15 Kms dest",14 PX,14,14,1380189,1965416
CAMPAMENTO,DESTINO,139,0,15,"Med,Don Matias,Santa Rosa,Yarumal.15 Kms dest",16 PX,16,16,1497154,2131977
CAMPAMENTO,DESTINO,139,0,15,"Med,Don Matias,Santa Rosa,Yarumal.15 Kms dest",19 PX,19,19,1684298,2189587
CAMPAMENTO,DESTINO,139,0,15,"Med,Don Matias,Santa Rosa,Yarumal.15 Kms dest",22-25 PX,22,25,1871442,2432875
CAMPAMENTO,DESTINO,139,0,15,"Med,Don Matias,Santa Rosa,Yarumal.15 Kms dest",30-42 PX,30,42,2339303,3041093
CAÑASGORDAS,DESTINO,133,0,,"Med,Antioquia",12 PX,12,12,1368492,1948760
CAÑASGORDAS,DESTINO,133,0,,"Med,Antioquia",14 PX,14,14,1462064,2082009
CAÑASGORDAS,DESTINO,133,0,,"Med,Antioquia",16 PX,16,16,1543940,2198601
CAÑASGORDAS,DESTINO,133,0,,"Med,Antioquia",19 PX,19,19,1660905,2159176
CAÑASGORDAS,DESTINO,133,0,,"Med,Antioquia",22-25 PX,22,25,1894835,2463286
CAÑASGORDAS,DESTINO,133,0,,"Med,Antioquia",30-42 PX,30,42,2269124,2949861
CARACOLI,DESTINO,147,0,,"Med,Barbosa,Cisneros,San Jose del Nus.30 Kms",12 PX,12,12,1310009,1865480
CARACOLI,DESTINO,147,0,,"Med,Barbosa,Cisneros,San Jose del Nus.30 Kms",14 PX,14,14,1426975,2032040
CARACOLI,DESTINO,147,0,,"Med,Barbosa,Cisneros,San Jose del Nus.30 Kms",16 PX,16,16,1508850,2148633
CARACOLI,DESTINO,147,0,,"Med,Barbosa,Cisneros,San Jose del Nus.30 Kms",19 PX,19,19,1602422,2083149
CARACOLI,DESTINO,147,0,,"Med,Barbosa,Cisneros,San Jose del Nus.30 Kms",22-25 PX,22,25,1731084,2250409
CARACOLI,DESTINO,147,0,,"Med,Barbosa,Cisneros,San Jose del Nus.30 Kms",30-42 PX,30,42,2292517,2980272
CARAMANTA,DESTINO,117,0,,"Med,Pintada,Valparaiso.Otra Via Bolombolo",12 PX,12,12,1298313,1848824
CARAMANTA,DESTINO,117,0,,"Med,Pintada,Valparaiso.Otra Via Bolombolo",14 PX,14,14,1403582,1998728
CARAMANTA,DESTINO,117,0,,"Med,Pintada,Valparaiso.Otra Via Bolombolo",16 PX,16,16,1485457,2115321
CARAMANTA,DESTINO,117,0,,"Med,Pintada,Valparaiso.Otra Via Bolombolo",19 PX,19,19,1567333,2037533
CARAMANTA,DESTINO,117,0,,"Med,Pintada,Valparaiso.Otra Via Bolombolo",22-25 PX,22,25,1684298,2189587
CARAMANTA,DESTINO,117,0,,"Med,Pintada,Valparaiso.Otra Via Bolombolo",30-42 PX,30,42,2105372,2736984
CAREPA,DESTINO,301,0,,"Med,Antioquia,Cañasgordas,D abeiba,Mutata,Chigorodo",12 PX,12,12,2573233,3664335
CAREPA,DESTINO,301,0,,"Med,Antioquia,Cañasgordas,D abeiba,Mutata,Chigorodo",14 PX,14,14,2760377,3930832
CAREPA,DESTINO,301,0,,"Med,Antioquia,Cañasgordas,D abeiba,Mutata,Chigorodo",16 PX,16,16,2900735,4130705
CAREPA,DESTINO,301,0,,"Med,Antioquia,Cañasgordas,D abeiba,Mutata,Chigorodo",19 PX,19,19,3111272,4044654
CAREPA,DESTINO,301,0,,"Med,Antioquia,Cañasgordas,D abeiba,Mutata,Chigorodo",22-25 PX,22,25,3275024,4257531
CAREPA,DESTINO,301,0,,"Med,Antioquia,Cañasgordas,D abeiba,Mutata,Chigorodo",30-42 PX,30,42,3813063,4956982
CARMEN DE BOLIVAR,DESTINO,532,0,,"Med, Costa Atlantica",12 PX,12,12,4023600,5729688
CARMEN DE BOLIVAR,DESTINO,532,0,,"Med, Costa Atlantica",14 PX,14,14,4327710,6162745
CARMEN DE BOLIVAR,DESTINO,532,0,,"Med, Costa Atlantica",16 PX,16,16,4585033,6529179
CARMEN DE BOLIVAR,DESTINO,532,0,,"Med, Costa Atlantica",19 PX,19,19,4842356,6295063
CARMEN DE BOLIVAR,DESTINO,532,0,,"Med, Costa Atlantica",22-25 PX,22,25,5216645,6781638
CARMEN DE BOLIVAR,DESTINO,532,0,,"Med, Costa Atlantica",30-42 PX,30,42,6316117,8210952
CARMEN DEL VIBORAL,DESTINO,56,0,,"Med,Rionegro",12 PX,12,12,643308,916084
CARMEN DEL VIBORAL,DESTINO,56,0,,"Med,Rionegro",14 PX,14,14,701791,999364
CARMEN DEL VIBORAL,DESTINO,56,0,,"Med,Rionegro",16 PX,16,16,771970,1099301
CARMEN DEL VIBORAL,DESTINO,56,0,,"Med,Rionegro",19 PX,19,19,853845,1109999
CARMEN DEL VIBORAL,DESTINO,56,0,,"Med,Rionegro",22-25 PX,22,25,959114,1246848
CARMEN DEL VIBORAL,DESTINO,56,0,,"Med,Rionegro",30-42 PX,30,42,1127544,1465807
CAROLINA,DESTINO,118,0,70,"Med,Barbosa,Gomez Plata.70Kmdes",12 PX,12,12,1099472,1565670
CAROLINA,DESTINO,118,0,70,"Med,Barbosa,Gomez Plata.70Kmdes",14 PX,14,14,1169651,1665607
CAROLINA,DESTINO,118,0,70,"Med,Barbosa,Gomez Plata.70Kmdes",16 PX,16,16,1263223,1798855
CAROLINA,DESTINO,118,0,70,"Med,Barbosa,Gomez Plata.70Kmdes",19 PX,19,19,1403582,1824656
CAROLINA,DESTINO,118,0,70,"Med,Barbosa,Gomez Plata.70Kmdes",22-25 PX,22,25,1684298,2189587
CAROLINA,DESTINO,118,0,70,"Med,Barbosa,Gomez Plata.70Kmdes",30-42 PX,30,42,1988407,2584929
CARTAGENA,DESTINO,660,0,,"Med, Caucasia, Sincelejo",12 PX,12,12,4912535,6995549
CARTAGENA,DESTINO,660,0,,"Med, Caucasia, Sincelejo",14 PX,14,14,5672809,8078193
CARTAGENA,DESTINO,660,0,,"Med, Caucasia, Sincelejo",16 PX,16,16,6199152,8827716
CARTAGENA,DESTINO,660,0,,"Med, Caucasia, Sincelejo",19 PX,19,19,6550047,8515062
CARTAGENA,DESTINO,660,0,,"Med, Caucasia, Sincelejo",22-25 PX,22,25,7017908,9123280
CARTAGENA,DESTINO,660,0,,"Med, Caucasia, Sincelejo",30-42 PX,30,42,7831985,10181581
CARTAGO,DESTINO,263,0,,"Med, Irra, Pereira",12 PX,12,12,2070283,2948124
CARTAGO,DESTINO,263,0,,"Med, Irra, Pereira",14 PX,14,14,2210641,3147997
CARTAGO,DESTINO,263,0,,"Med, Irra, Pereira",16 PX,16,16,2339303,3331214
CARTAGO,DESTINO,263,0,,"Med, Irra, Pereira",19 PX,19,19,2503054,3253970
CARTAGO,DESTINO,263,0,,"Med, Irra, Pereira",22-25 PX,22,25,2713591,3527668
CARTAGO,DESTINO,263,0,,"Med, Irra, Pereira",30-42 PX,30,42,3508954,4561640
CAUCASIA,DESTINO,285,0,,"Med,Don Matias,Sta Rosa,Yarumal,Valdivia,Taraza",12 PX,12,12,2058586,2931468
CAUCASIA,DESTINO,285,0,,"Med,Don Matias,Sta Rosa,Yarumal,Valdivia,Taraza",14 PX,14,14,2187248,3114685
CAUCASIA,DESTINO,285,0,,"Med,Don Matias,Sta Rosa,Yarumal,Valdivia,Taraza",16 PX,16,16,2292517,3264589
CAUCASIA,DESTINO,285,0,,"Med,Don Matias,Sta Rosa,Yarumal,Valdivia,Taraza",19 PX,19,19,2526447,3284381
CAUCASIA,DESTINO,285,0,,"Med,Don Matias,Sta Rosa,Yarumal,Valdivia,Taraza",22-25 PX,22,25,2924128,3801367
CAUCASIA,DESTINO,285,0,,"Med,Don Matias,Sta Rosa,Yarumal,Valdivia,Taraza",30-42 PX,30,42,3742884,4865749
CERETÉ,DESTINO,437,0,,"Med, Don Matias Yarumal, Valdivia, Monteria",12 PX,12,12,3204845,4563763
CERETÉ,DESTINO,437,0,,"Med, Don Matias Yarumal, Valdivia, Monteria",14 PX,14,14,3415382,4863572
CERETÉ,DESTINO,437,0,,"Med, Don Matias Yarumal, Valdivia, Monteria",16 PX,16,16,3625919,5163381
CERETÉ,DESTINO,437,0,,"Med, Don Matias Yarumal, Valdivia, Monteria",19 PX,19,19,3906635,5078626
CERETÉ,DESTINO,437,0,,"Med, Don Matias Yarumal, Valdivia, Monteria",22-25 PX,22,25,4678605,6082187
CERETÉ,DESTINO,437,0,,"Med, Don Matias Yarumal, Valdivia, Monteria",30-42 PX,30,42,5614330,7298629
CERRITOS,DESTINO,233,0,,"Med, cali, cerritos",12 PX,12,12,1543940,2198601
CERRITOS,DESTINO,233,0,,"Med, cali, cerritos",14 PX,14,14,1637512,2331850
CERRITOS,DESTINO,233,0,,"Med, cali, cerritos",16 PX,16,16,1777870,2531722
CERRITOS,DESTINO,233,0,,"Med, cali, cerritos",19 PX,19,19,1918228,2493697
CERRITOS,DESTINO,233,0,,"Med, cali, cerritos",22-25 PX,22,25,2713591,3527668
CERRITOS,DESTINO,233,0,,"Med, cali, cerritos",30-42 PX,30,42,3391989,4409585
CHIGORODO,DESTINO,291,0,,"Med,S jeronimo, Cañasgorda, Dabeiba, Mutata",12 PX,12,12,2081979,2964780
CHIGORODO,DESTINO,291,0,,"Med,S jeronimo, Cañasgorda, Dabeiba, Mutata",14 PX,14,14,2187248,3114685
CHIGORODO,DESTINO,291,0,,"Med,S jeronimo, Cañasgorda, Dabeiba, Mutata",16 PX,16,16,2339303,3331214
CHIGORODO,DESTINO,291,0,,"Med,S jeronimo, Cañasgorda, Dabeiba, Mutata",19 PX,19,19,2503054,3253970
CHIGORODO,DESTINO,291,0,,"Med,S jeronimo, Cañasgorda, Dabeiba, Mutata",22-25 PX,22,25,2947521,3831778
CHIGORODO,DESTINO,291,0,,"Med,S jeronimo, Cañasgorda, Dabeiba, Mutata",30-42 PX,30,42,3742884,4865749
CIENAGA,DESTINO,819,0,,"Med, Autopista, Costa Atlantica",12 PX,12,12,6433082,9160838
CIENAGA,DESTINO,819,0,,"Med, Autopista, Costa Atlantica",14 PX,14,14,6947729,9893705
CIENAGA,DESTINO,819,0,,"Med, Autopista, Costa Atlantica",16 PX,16,16,7485768,10659884
CIENAGA,DESTINO,819,0,,"Med, Autopista, Costa Atlantica",19 PX,19,19,7953629,10339718
CIENAGA,DESTINO,819,0,,"Med, Autopista, Costa Atlantica",22-25 PX,22,25,8515062,11069580
CIENAGA,DESTINO,819,0,,"Med, Autopista, Costa Atlantica",30-42 PX,30,42,9357210,12164374
CISNEROS,DESTINO,89,0,,"Med, Barbosa",12 PX,12,12,748577,1065988
CISNEROS,DESTINO,89,0,,"Med, Barbosa",14 PX,14,14,830452,1182581
CISNEROS,DESTINO,89,0,,"Med, Barbosa",16 PX,16,16,900632,1282517
CISNEROS,DESTINO,89,0,,"Med, Barbosa",19 PX,19,19,982507,1277259
CISNEROS,DESTINO,89,0,,"Med, Barbosa",22-25 PX,22,25,1134562,1474930
CISNEROS,DESTINO,89,0,,"Med, Barbosa",30-42 PX,30,42,1310009,1703012
CIUDAD BOLIVAR,DESTINO,112,0,,"Med, Amaga, Bolombolo, Remolinos",12 PX,12,12,924025,1315829
CIUDAD BOLIVAR,DESTINO,112,0,,"Med, Amaga, Bolombolo, Remolinos",14 PX,14,14,994204,1415766
CIUDAD BOLIVAR,DESTINO,112,0,,"Med, Amaga, Bolombolo, Remolinos",16 PX,16,16,1122865,1598983
CIUDAD BOLIVAR,DESTINO,112,0,,"Med, Amaga, Bolombolo, Remolinos",19 PX,19,19,1251527,1626985
CIUDAD BOLIVAR,DESTINO,112,0,,"Med, Amaga, Bolombolo, Remolinos",22-25 PX,22,25,1356796,1763834
CIUDAD BOLIVAR,DESTINO,112,0,,"Med, Amaga, Bolombolo, Remolinos",30-42 PX,30,42,1497154,1946300
COCORNÁ,DESTINO,88,0,,"Med,Santuario",12 PX,12,12,725184,1032676
COCORNÁ,DESTINO,88,0,,"Med,Santuario",14 PX,14,14,795363,1132613
COCORNÁ,DESTINO,88,0,,"Med,Santuario",16 PX,16,16,865542,1232549
COCORNÁ,DESTINO,88,0,,"Med,Santuario",19 PX,19,19,970811,1262054
COCORNÁ,DESTINO,88,0,,"Med,Santuario",22-25 PX,22,25,1251527,1626985
COCORNÁ,DESTINO,88,0,,"Med,Santuario",30-42 PX,30,42,1368492,1779040
CONCEPCION,DESTINO,71,0,20,"Med,Guarne,San Vicente,Otra via Barbosa.20 Kms dest",12 PX,12,12,807059,1149269
CONCEPCION,DESTINO,71,0,20,"Med,Guarne,San Vicente,Otra via Barbosa.20 Kms dest",14 PX,14,14,876069,1247540
CONCEPCION,DESTINO,71,0,20,"Med,Guarne,San Vicente,Otra via Barbosa.20 Kms dest",16 PX,16,16,982507,1399110
CONCEPCION,DESTINO,71,0,20,"Med,Guarne,San Vicente,Otra via Barbosa.20 Kms dest",19 PX,19,19,1146258,1490136
CONCEPCION,DESTINO,71,0,20,"Med,Guarne,San Vicente,Otra via Barbosa.20 Kms dest",22-25 PX,22,25,1333402,1733423
CONCEPCION,DESTINO,71,0,20,"Med,Guarne,San Vicente,Otra via Barbosa.20 Kms dest",30-42 PX,30,42,1520547,1976711
CONCORDIA,DESTINO,105,0,,"Med,Caldas,Amaga,Bolombol o",12 PX,12,12,935721,1332485
CONCORDIA,DESTINO,105,0,,"Med,Caldas,Amaga,Bolombol o",14 PX,14,14,982507,1399110
CONCORDIA,DESTINO,105,0,,"Med,Caldas,Amaga,Bolombol o",16 PX,16,16,1052686,1499046
CONCORDIA,DESTINO,105,0,,"Med,Caldas,Amaga,Bolombol o",19 PX,19,19,1169651,1520547
CONCORDIA,DESTINO,105,0,,"Med,Caldas,Amaga,Bolombol o",22-25 PX,22,25,1310009,1703012
CONCORDIA,DESTINO,105,0,,"Med,Caldas,Amaga,Bolombol o",30-42 PX,30,42,1426975,1855067
COPACABANA,DESTINO,18,0,,"Med, Bello, Autopista Norte",12 PX,12,12,339199,483026
COPACABANA,DESTINO,18,0,,"Med, Bello, Autopista Norte",14 PX,14,14,385985,549650
COPACABANA,DESTINO,18,0,,"Med, Bello, Autopista Norte",16 PX,16,16,432771,616275
COPACABANA,DESTINO,18,0,,"Med, Bello, Autopista Norte",19 PX,19,19,467861,608219
COPACABANA,DESTINO,18,0,,"Med, Bello, Autopista Norte",22-25 PX,22,25,514647,669041
COPACABANA,DESTINO,18,0,,"Med, Bello, Autopista Norte",30-42 PX,30,42,701791,912328
COROZAL,DESTINO,465,0,,"Med, Don Matias Yarumal, Costa Atlantica",12 PX,12,12,3380292,4813604
COROZAL,DESTINO,465,0,,"Med, Don Matias Yarumal, Costa Atlantica",14 PX,14,14,3625919,5163381
COROZAL,DESTINO,465,0,,"Med, Don Matias Yarumal, Costa Atlantica",16 PX,16,16,3742884,5329942
COROZAL,DESTINO,465,0,,"Med, Don Matias Yarumal, Costa Atlantica",19 PX,19,19,4327710,5626023
COROZAL,DESTINO,465,0,,"Med, Don Matias Yarumal, Costa Atlantica",22-25 PX,22,25,4854053,6310269
COROZAL,DESTINO,465,0,,"Med, Don Matias Yarumal, Costa Atlantica",30-42 PX,30,42,5427182,7055337
COVEÑAS TOLÚ,DESTINO,500,0,,"Med, Caucasia, Monteria",12 PX,12,12,4374496,6229370
COVEÑAS TOLÚ,DESTINO,500,0,,"Med, Caucasia, Monteria",14 PX,14,14,4631819,6595803
COVEÑAS TOLÚ,DESTINO,500,0,,"Med, Caucasia, Monteria",16 PX,16,16,5204948,7411950
COVEÑAS TOLÚ,DESTINO,500,0,,"Med, Caucasia, Monteria",19 PX,19,19,5778077,7511501
COVEÑAS TOLÚ,DESTINO,500,0,,"Med, Caucasia, Monteria",22-25 PX,22,25,5965222,7754788
COVEÑAS TOLÚ,DESTINO,500,0,,"Med, Caucasia, Monteria",30-42 PX,30,42,6245938,8119719
CUCUTA,DESTINO,741,0,,"Med, Pto Boyacá, Pto Araujo, Bucaramanga",12 PX,12,12,4725391,6729052
CUCUTA,DESTINO,741,0,,"Med, Pto Boyacá, Pto Araujo, Bucaramanga",14 PX,14,14,4912535,6995549
CUCUTA,DESTINO,741,0,,"Med, Pto Boyacá, Pto Araujo, Bucaramanga",16 PX,16,16,5380396,7661792
CUCUTA,DESTINO,741,0,,"Med, Pto Boyacá, Pto Araujo, Bucaramanga",19 PX,19,19,5614326,7298624
CUCUTA,DESTINO,741,0,,"Med, Pto Boyacá, Pto Araujo, Bucaramanga",22-25 PX,22,25,5871650,7633144
CUCUTA,DESTINO,741,0,,"Med, Pto Boyacá, Pto Araujo, Bucaramanga",30-42 PX,30,42,6433082,8363007
DABEIBA,DESTINO,182,0,,"Med,S Jeronimo, cañas gordas",12 PX,12,12,1801263,2565035
DABEIBA,DESTINO,182,0,,"Med,S Jeronimo, cañas gordas",14 PX,14,14,1871442,2664971
DABEIBA,DESTINO,182,0,,"Med,S Jeronimo, cañas gordas",16 PX,16,16,1988407,2831532
DABEIBA,DESTINO,182,0,,"Med,S Jeronimo, cañas gordas",19 PX,19,19,2128765,2767395
DABEIBA,DESTINO,182,0,,"Med,S Jeronimo, cañas gordas",22-25 PX,22,25,2538143,3299586
DABEIBA,DESTINO,182,0,,"Med,S Jeronimo, cañas gordas",30-42 PX,30,42,2994307,3892600
DON MATIAS,DESTINO,54,0,,"Med,Girardota,Otra via San pedro,Entrerrios",12 PX,12,12,596522,849459
DON MATIAS,DESTINO,54,0,,"Med,Girardota,Otra via San pedro,Entrerrios",14 PX,14,14,701791,999364
DON MATIAS,DESTINO,54,0,,"Med,Girardota,Otra via San pedro,Entrerrios",16 PX,16,16,842149,1199237
DON MATIAS,DESTINO,54,0,,"Med,Girardota,Otra via San pedro,Entrerrios",19 PX,19,19,959114,1246848
DON MATIAS,DESTINO,54,0,,"Med,Girardota,Otra via San pedro,Entrerrios",22-25 PX,22,25,1076079,1398903
DON MATIAS,DESTINO,54,0,,"Med,Girardota,Otra via San pedro,Entrerrios",30-42 PX,30,42,1111169,1444519
DORADAL,DESTINO,166,0,,"Med, Barbosa, Pto Triunfo",12 PX,12,12,1403582,1998728
DORADAL,DESTINO,166,0,,"Med, Barbosa, Pto Triunfo",14 PX,14,14,1520547,2165289
DORADAL,DESTINO,166,0,,"Med, Barbosa, Pto Triunfo",16 PX,16,16,1684298,2398474
DORADAL,DESTINO,166,0,,"Med, Barbosa, Pto Triunfo",19 PX,19,19,1894835,2463286
DORADAL,DESTINO,166,0,,"Med, Barbosa, Pto Triunfo",22-25 PX,22,25,2538143,3299586
DORADAL,DESTINO,166,0,,"Med, Barbosa, Pto Triunfo",30-42 PX,30,42,3158059,4105476
EBEJICO,DESTINO,62,0,20,"Med,Boqueron,Palmitas.20 Kms dest",12 PX,12,12,666701,949396
EBEJICO,DESTINO,62,0,20,"Med,Boqueron,Palmitas.20 Kms dest",14 PX,14,14,748577,1065988
EBEJICO,DESTINO,62,0,20,"Med,Boqueron,Palmitas.20 Kms dest",16 PX,16,16,853845,1215893
EBEJICO,DESTINO,62,0,20,"Med,Boqueron,Palmitas.20 Kms dest",19 PX,19,19,982507,1277259
EBEJICO,DESTINO,62,0,20,"Med,Boqueron,Palmitas.20 Kms dest",22-25 PX,22,25,1146258,1490136
EBEJICO,DESTINO,62,0,20,"Med,Boqueron,Palmitas.20 Kms dest",30-42 PX,30,42,1450368,1885478
ECUADOR (QUITO),DESTINO,1599,1,,"Med, Pasto-Ipiales, Quito",12 PX,12,12,10339718,14723965
ECUADOR (QUITO),DESTINO,1599,1,,"Med, Pasto-Ipiales, Quito",14 PX,14,14,11345618,16156386
ECUADOR (QUITO),DESTINO,1599,1,,"Med, Pasto-Ipiales, Quito",16 PX,16,16,12632234,17988554
ECUADOR (QUITO),DESTINO,1599,1,,"Med, Pasto-Ipiales, Quito",19 PX,19,19,13708313,17820807
ECUADOR (QUITO),DESTINO,1599,1,,"Med, Pasto-Ipiales, Quito",22-25 PX,22,25,14854572,19310943
ECUADOR (QUITO),DESTINO,1599,1,,"Med, Pasto-Ipiales, Quito",30-42 PX,30,42,15205467,19767107
EJE CAFETERO,DESTINO,508,1,,"Armenia, Quindio, Montenegro",12 PX,12,12,3380292,4813604
EJE CAFETERO,DESTINO,508,1,,"Armenia, Quindio, Montenegro",14 PX,14,14,3859849,5496503
EJE CAFETERO,DESTINO,508,1,,"Armenia, Quindio, Montenegro",16 PX,16,16,4245834,6046153
EJE CAFETERO,DESTINO,508,1,,"Armenia, Quindio, Montenegro",19 PX,19,19,4514854,5869310
EJE CAFETERO,DESTINO,508,1,,"Armenia, Quindio, Montenegro",22-25 PX,22,25,4900839,6371091
EJE CAFETERO,DESTINO,508,1,,"Armenia, Quindio, Montenegro",30-42 PX,30,42,5754684,7481090
EL BAGRE,DESTINO,286,0,,"Cisneros, Segovia, Zaragoza",12 PX,12,12,2832895,4034100
EL BAGRE,DESTINO,286,0,,"Cisneros, Segovia, Zaragoza",14 PX,14,14,3041093,4330578
EL BAGRE,DESTINO,286,0,,"Cisneros, Segovia, Zaragoza",16 PX,16,16,3275024,4663699
EL BAGRE,DESTINO,286,0,,"Cisneros, Segovia, Zaragoza",19 PX,19,19,3508954,4561640
EL BAGRE,DESTINO,286,0,,"Cisneros, Segovia, Zaragoza",22-25 PX,22,25,3918332,5093831
EL BAGRE,DESTINO,286,0,,"Cisneros, Segovia, Zaragoza",30-42 PX,30,42,4444675,5778077
EL PEÑOL,DESTINO,69,0,,"Med,Guarne,Marinilla",12 PX,12,12,596522,849459
EL PEÑOL,DESTINO,69,0,,"Med,Guarne,Marinilla",14 PX,14,14,655005,932740
EL PEÑOL,DESTINO,69,0,,"Med,Guarne,Marinilla",16 PX,16,16,760273,1082644
EL PEÑOL,DESTINO,69,0,,"Med,Guarne,Marinilla",19 PX,19,19,818756,1064383
EL PEÑOL,DESTINO,69,0,,"Med,Guarne,Marinilla",22-25 PX,22,25,935721,1216437
EL PEÑOL,DESTINO,69,0,,"Med,Guarne,Marinilla",30-42 PX,30,42,1099472,1429314
EL RETIRO,DESTINO,33,0,,"Med, Represa la fe",12 PX,12,12,502950,716211
EL RETIRO,DESTINO,33,0,,"Med, Represa la fe",14 PX,14,14,538040,766179
EL RETIRO,DESTINO,33,0,,"Med, Represa la fe",16 PX,16,16,619915,882772
EL RETIRO,DESTINO,33,0,,"Med, Represa la fe",19 PX,19,19,701791,912328
EL RETIRO,DESTINO,33,0,,"Med, Represa la fe",22-25 PX,22,25,818756,1064383
EL RETIRO,DESTINO,33,0,,"Med, Represa la fe",30-42 PX,30,42,865542,1125205
EL SANTUARIO,DESTINO,59,0,,"Med,Guarne,Marinilla",12 PX,12,12,514647,732867
EL SANTUARIO,DESTINO,59,0,,"Med,Guarne,Marinilla",14 PX,14,14,584826,832803
EL SANTUARIO,DESTINO,59,0,,"Med,Guarne,Marinilla",16 PX,16,16,655005,932740
EL SANTUARIO,DESTINO,59,0,,"Med,Guarne,Marinilla",19 PX,19,19,748577,973150
EL SANTUARIO,DESTINO,59,0,,"Med,Guarne,Marinilla",22-25 PX,22,25,865542,1125205
EL SANTUARIO,DESTINO,59,0,,"Med,Guarne,Marinilla",30-42 PX,30,42,982507,1277259
ENTRERRIOS,DESTINO,58,0,,"Med, San Pedro",12 PX,12,12,596522,849459
ENTRERRIOS,DESTINO,58,0,,"Med, San Pedro",14 PX,14,14,655005,932740
ENTRERRIOS,DESTINO,58,0,,"Med, San Pedro",16 PX,16,16,701791,999364
ENTRERRIOS,DESTINO,58,0,,"Med, San Pedro",19 PX,19,19,748577,973150
ENTRERRIOS,DESTINO,58,0,,"Med, San Pedro",22-25 PX,22,25,842149,1094794
ENTRERRIOS,DESTINO,58,0,,"Med, San Pedro",30-42 PX,30,42,935721,1216437
ENVIGADO,DESTINO,20,0,,Medellín,12 PX,12,12,187144,266497
ENVIGADO,DESTINO,20,0,,Medellín,14 PX,14,14,210537,299809
ENVIGADO,DESTINO,20,0,,Medellín,16 PX,16,16,233930,333121
ENVIGADO,DESTINO,20,0,,Medellín,19 PX,19,19,257323,334520
ENVIGADO,DESTINO,20,0,,Medellín,22-25 PX,22,25,280716,364931
ENVIGADO,DESTINO,20,0,,Medellín,30-42 PX,30,42,350895,456164
ESPINAL,DESTINO,630,0,,"Med, Pto Triunfo, Honda, Ibague",12 PX,12,12,5263431,7495231
ESPINAL,DESTINO,630,0,,"Med, Pto Triunfo, Honda, Ibague",14 PX,14,14,5672809,8078193
ESPINAL,DESTINO,630,0,,"Med, Pto Triunfo, Honda, Ibague",16 PX,16,16,6082187,8661156
ESPINAL,DESTINO,630,0,,"Med, Pto Triunfo, Honda, Ibague",19 PX,19,19,6433082,8363007
ESPINAL,DESTINO,630,0,,"Med, Pto Triunfo, Honda, Ibague",22-25 PX,22,25,7275231,9457800
ESPINAL,DESTINO,630,0,,"Med, Pto Triunfo, Honda, Ibague",30-42 PX,30,42,8058898,10476567
FIZEBAD-REPRESA,DESTINO,33,0,,Oriente Antioqueño,12 PX,12,12,491254,699555
FIZEBAD-REPRESA,DESTINO,33,0,,Oriente Antioqueño,14 PX,14,14,514647,732867
FIZEBAD-REPRESA,DESTINO,33,0,,Oriente Antioqueño,16 PX,16,16,584826,832803
FIZEBAD-REPRESA,DESTINO,33,0,,Oriente Antioqueño,19 PX,19,19,655005,851506
FIZEBAD-REPRESA,DESTINO,33,0,,Oriente Antioqueño,22-25 PX,22,25,748577,973150
FIZEBAD-REPRESA,DESTINO,33,0,,Oriente Antioqueño,30-42 PX,30,42,818756,1064383
FLORENCIA,DESTINO,860,0,,"Med, Pto Triunfo, Ibagué, Neiva",12 PX,12,12,5848257,8328034
FLORENCIA,DESTINO,860,0,,"Med, Pto Triunfo, Ibagué, Neiva",14 PX,14,14,6433082,9160838
FLORENCIA,DESTINO,860,0,,"Med, Pto Triunfo, Ibagué, Neiva",16 PX,16,16,6783978,9660520
FLORENCIA,DESTINO,860,0,,"Med, Pto Triunfo, Ibagué, Neiva",19 PX,19,19,7310321,9503417
FLORENCIA,DESTINO,860,0,,"Med, Pto Triunfo, Ibagué, Neiva",22-25 PX,22,25,7836664,10187663
FLORENCIA,DESTINO,860,0,,"Med, Pto Triunfo, Ibagué, Neiva",30-42 PX,30,42,8421489,10947936
FREDONIA,DESTINO,58,0,,"Med,Caldas,Camiloce",12 PX,12,12,666701,949396
