destino,tipo,km,km_estimado,km_destapados,ruta,tamano,capacidad_desde,capacidad_hasta,precio_ida,precio_ida_vuelta
MONTERIA,DESTINO,400,0,,"Med, Caucasia, Montería, Lorica, San Bernardo",16 PX,16,16,3883242,5529815
MONTERIA,DESTINO,400,0,,"Med, Caucasia, Montería, Lorica, San Bernardo",19 PX,19,19,4093780,5321913
MONTERIA,DESTINO,400,0,,"Med, Caucasia, Montería, Lorica, San Bernardo",22-25 PX,22,25,4327710,5626023
MONTERIA,DESTINO,400,0,,"Med, Caucasia, Montería, Lorica, San Bernardo",30-42 PX,30,42,4803758,6244885
MOÑITOS,DESTINO,540,0,,"Med, Caucasia, Montería, Lorica, San Bernardo",12 PX,12,12,3859849,5496503
MOÑITOS,DESTINO,540,0,,"Med, Caucasia, Montería, Lorica, San Bernardo",14 PX,14,14,4093780,5829624
MOÑITOS,DESTINO,540,0,,"Med, Caucasia, Montería, Lorica, San Bernardo",16 PX,16,16,4257531,6062809
MOÑITOS,DESTINO,540,0,,"Med, Caucasia, Montería, Lorica, San Bernardo",19 PX,19,19,4678605,6082187
MOÑITOS,DESTINO,540,0,,"Med, Caucasia, Montería, Lorica, San Bernardo",22-25 PX,22,25,5052894,6568762
MOÑITOS,DESTINO,540,0,,"Med, Caucasia, Montería, Lorica, San Bernardo",30-42 PX,30,42,5608712,7291326
MUTATA,DESTINO,233,0,,"Med, Antioquia, C. gordas, Dabeiba",12 PX,12,12,2105372,2998092
MUTATA,DESTINO,233,0,,"Med, Antioquia, C. gordas, Dabeiba",14 PX,14,14,2339303,3331214
MUTATA,DESTINO,233,0,,"Med, Antioquia, C. gordas, Dabeiba",16 PX,16,16,2526447,3597711
MUTATA,DESTINO,233,0,,"Med, Antioquia, C. gordas, Dabeiba",19 PX,19,19,2725288,3542874
MUTATA,DESTINO,233,0,,"Med, Antioquia, C. gordas, Dabeiba",22-25 PX,22,25,2924128,3801367
MUTATA,DESTINO,233,0,,"Med, Antioquia, C. gordas, Dabeiba",30-42 PX,30,42,3245782,4219517
NARIÑO,DESTINO,150,0,,"Med, La Ceja, La Unión, Sonson, La Quiebra",12 PX,12,12,959114,1365798
NARIÑO,DESTINO,150,0,,"Med, La Ceja, La Unión, Sonson, La Quiebra",14 PX,14,14,1029293,1465734
NARIÑO,DESTINO,150,0,,"Med, La Ceja, La Unión, Sonson, La Quiebra",16 PX,16,16,1122865,1598983
NARIÑO,DESTINO,150,0,,"Med, La Ceja, La Unión, Sonson, La Quiebra",19 PX,19,19,1286616,1672601
NARIÑO,DESTINO,150,0,,"Med, La Ceja, La Unión, Sonson, La Quiebra",22-25 PX,22,25,1450368,1885478
NARIÑO,DESTINO,150,0,,"Med, La Ceja, La Unión, Sonson, La Quiebra",30-42 PX,30,42,1609908,2092880
NECHI,DESTINO,395,0,,"Med, Don Matias, Pto Valdivia, Caucasia",12 PX,12,12,3041093,4330578
NECHI,DESTINO,395,0,,"Med, Don Matias, Pto Valdivia, Caucasia",14 PX,14,14,3275024,4663699
NECHI,DESTINO,395,0,,"Med, Don Matias, Pto Valdivia, Caucasia",16 PX,16,16,3508954,4996821
NECHI,DESTINO,395,0,,"Med, Don Matias, Pto Valdivia, Caucasia",19 PX,19,19,3859849,5017804
NECHI,DESTINO,395,0,,"Med, Don Matias, Pto Valdivia, Caucasia",22-25 PX,22,25,4655212,6051776
NECHI,DESTINO,395,0,,"Med, Don Matias, Pto Valdivia, Caucasia",30-42 PX,30,42,5167286,6717471
NECOCLI,DESTINO,402,0,,"Med,Antioquia,Cañasgordas,M utata,Apartado.30 Kms",12 PX,12,12,3064486,4363890
NECOCLI,DESTINO,402,0,,"Med,Antioquia,Cañasgordas,M utata,Apartado.30 Kms",14 PX,14,14,3403685,4846916
NECOCLI,DESTINO,402,0,,"Med,Antioquia,Cañasgordas,M utata,Apartado.30 Kms",16 PX,16,16,3883242,5529815
NECOCLI,DESTINO,402,0,,"Med,Antioquia,Cañasgordas,M utata,Apartado.30 Kms",19 PX,19,19,4327710,5626023
NECOCLI,DESTINO,402,0,,"Med,Antioquia,Cañasgordas,M utata,Apartado.30 Kms",22-25 PX,22,25,5146466,6690405
NECOCLI,DESTINO,402,0,,"Med,Antioquia,Cañasgordas,M utata,Apartado.30 Kms",30-42 PX,30,42,5712577,7426350
NEIVA,DESTINO,601,0,,"Med, Pto Triunfo, Honda, Ibagué",12 PX,12,12,3625919,5163381
NEIVA,DESTINO,601,0,,"Med, Pto Triunfo, Honda, Ibagué",14 PX,14,14,4093780,5829624
NEIVA,DESTINO,601,0,,"Med, Pto Triunfo, Honda, Ibagué",16 PX,16,16,4444675,6329306
NEIVA,DESTINO,601,0,,"Med, Pto Triunfo, Honda, Ibagué",19 PX,19,19,5146466,6690405
NEIVA,DESTINO,601,0,,"Med, Pto Triunfo, Honda, Ibagué",22-25 PX,22,25,5415486,7040132
NEIVA,DESTINO,601,0,,"Med, Pto Triunfo, Honda, Ibagué",30-42 PX,30,42,6011189,7814546
OLAYA,DESTINO,100,0,20,"Med,San jeronimo,Sopetran.20 Kms dest",12 PX,12,12,760273,1082644
OLAYA,DESTINO,100,0,20,"Med,San jeronimo,Sopetran.20 Kms dest",14 PX,14,14,783666,1115957
OLAYA,DESTINO,100,0,20,"Med,San jeronimo,Sopetran.20 Kms dest",16 PX,16,16,818756,1165925
OLAYA,DESTINO,100,0,20,"Med,San jeronimo,Sopetran.20 Kms dest",19 PX,19,19,888935,1155615
OLAYA,DESTINO,100,0,20,"Med,San jeronimo,Sopetran.20 Kms dest",22-25 PX,22,25,1216437,1581369
OLAYA,DESTINO,100,0,20,"Med,San jeronimo,Sopetran.20 Kms dest",30-42 PX,30,42,1350245,1755319
PACORA,DESTINO,134,0,,"Med, Pintada, Arma",12 PX,12,12,1099472,1565670
PACORA,DESTINO,134,0,,"Med, Pintada, Arma",14 PX,14,14,1193044,1698919
PACORA,DESTINO,134,0,,"Med, Pintada, Arma",16 PX,16,16,1286616,1832168
PACORA,DESTINO,134,0,,"Med, Pintada, Arma",19 PX,19,19,1356796,1763834
PACORA,DESTINO,134,0,,"Med, Pintada, Arma",22-25 PX,22,25,1473761,1915889
PACORA,DESTINO,134,0,,"Med, Pintada, Arma",30-42 PX,30,42,1635874,2126637
PAIPA-DUITAMA,DESTINO,630,0,,"Med, Pto Boyacá, Bogota, Tunja",12 PX,12,12,4912535,6995549
PAIPA-DUITAMA,DESTINO,630,0,,"Med, Pto Boyacá, Bogota, Tunja",14 PX,14,14,5146466,7328670
PAIPA-DUITAMA,DESTINO,630,0,,"Med, Pto Boyacá, Bogota, Tunja",16 PX,16,16,5380396,7661792
PAIPA-DUITAMA,DESTINO,630,0,,"Med, Pto Boyacá, Bogota, Tunja",19 PX,19,19,5848257,7602733
PAIPA-DUITAMA,DESTINO,630,0,,"Med, Pto Boyacá, Bogota, Tunja",22-25 PX,22,25,6550047,8515062
PAIPA-DUITAMA,DESTINO,630,0,,"Med, Pto Boyacá, Bogota, Tunja",30-42 PX,30,42,7270553,9451718
PALMIRA,DESTINO,420,0,,"Med, Irra, Pereira, Cartago",12 PX,12,12,3064486,4363890
PALMIRA,DESTINO,420,0,,"Med, Irra, Pereira, Cartago",14 PX,14,14,3391989,4830260
PALMIRA,DESTINO,420,0,,"Med, Irra, Pereira, Cartago",16 PX,16,16,3859849,5496503
PALMIRA,DESTINO,420,0,,"Med, Irra, Pereira, Cartago",19 PX,19,19,4327710,5626023
PALMIRA,DESTINO,420,0,,"Med, Irra, Pereira, Cartago",22-25 PX,22,25,4795570,6234241
PALMIRA,DESTINO,420,0,,"Med, Irra, Pereira, Cartago",30-42 PX,30,42,5323083,6920008
PARQUE DE LAS AGUAS,DESTINO,36,0,,"Med,Bello,Girardota",12 PX,12,12,385985,549650
PARQUE DE LAS AGUAS,DESTINO,36,0,,"Med,Bello,Girardota",14 PX,14,14,467861,666243
PARQUE DE LAS AGUAS,DESTINO,36,0,,"Med,Bello,Girardota",16 PX,16,16,573129,816147
PARQUE DE LAS AGUAS,DESTINO,36,0,,"Med,Bello,Girardota",19 PX,19,19,619915,805890
PARQUE DE LAS AGUAS,DESTINO,36,0,,"Med,Bello,Girardota",22-25 PX,22,25,701791,912328
PARQUE DE LAS AGUAS,DESTINO,36,0,,"Med,Bello,Girardota",30-42 PX,30,42,778988,1012684
PASTO,DESTINO,850,0,,"Med, Pereira, Cali, Popayan",12 PX,12,12,5263431,7495231
PASTO,DESTINO,850,0,,"Med, Pereira, Cali, Popayan",14 PX,14,14,6082187,8661156
PASTO,DESTINO,850,0,,"Med, Pereira, Cali, Popayan",16 PX,16,16,6830764,9727144
PASTO,DESTINO,850,0,,"Med, Pereira, Cali, Popayan",19 PX,19,19,7602733,9883554
PASTO,DESTINO,850,0,,"Med, Pereira, Cali, Popayan",22-25 PX,22,25,8012111,10415745
PASTO,DESTINO,850,0,,"Med, Pereira, Cali, Popayan",30-42 PX,30,42,8893444,11561477
PEQUE,DESTINO,226,0,64,"Med,Antioqua,Cañasgordas,U ramita.64 Kms dest",12 PX,12,12,1719387,2448442
PEQUE,DESTINO,226,0,64,"Med,Antioqua,Cañasgordas,U ramita.64 Kms dest",14 PX,14,14,1871442,2664971
PEQUE,DESTINO,226,0,64,"Med,Antioqua,Cañasgordas,U ramita.64 Kms dest",16 PX,16,16,1988407,2831532
PEQUE,DESTINO,226,0,64,"Med,Antioqua,Cañasgordas,U ramita.64 Kms dest",19 PX,19,19,2152158,2797806
PEQUE,DESTINO,226,0,64,"Med,Antioqua,Cañasgordas,U ramita.64 Kms dest",22-25 PX,22,25,2467964,3208354
PEQUE,DESTINO,226,0,64,"Med,Antioqua,Cañasgordas,U ramita.64 Kms dest",30-42 PX,30,42,2739440,3561272
PEREIRA,DESTINO,242,0,,"Med, Irra",12 PX,12,12,2058586,2931468
PEREIRA,DESTINO,242,0,,"Med, Irra",14 PX,14,14,2175551,3098029
PEREIRA,DESTINO,242,0,,"Med, Irra",16 PX,16,16,2269124,3231277
PEREIRA,DESTINO,242,0,,"Med, Irra",19 PX,19,19,2409482,3132326
PEREIRA,DESTINO,242,0,,"Med, Irra",22-25 PX,22,25,2573233,3345203
PEREIRA,DESTINO,242,0,,"Med, Irra",30-42 PX,30,42,2856288,3713175
PIEDRAS BLANCAS,DESTINO,21,0,,"Med, Santa Elena",12 PX,12,12,526343,749523
PIEDRAS BLANCAS,DESTINO,21,0,,"Med, Santa Elena",14 PX,14,14,561433,799491
PIEDRAS BLANCAS,DESTINO,21,0,,"Med, Santa Elena",16 PX,16,16,608219,866116
PIEDRAS BLANCAS,DESTINO,21,0,,"Med, Santa Elena",19 PX,19,19,643308,836301
PIEDRAS BLANCAS,DESTINO,21,0,,"Med, Santa Elena",22-25 PX,22,25,690094,897123
PIEDRAS BLANCAS,DESTINO,21,0,,"Med, Santa Elena",30-42 PX,30,42,766005,995806
PINTADA,DESTINO,90,0,,"Med, Versalles, Sta Barbara",12 PX,12,12,760273,1082644
PINTADA,DESTINO,90,0,,"Med, Versalles, Sta Barbara",14 PX,14,14,842149,1199237
PINTADA,DESTINO,90,0,,"Med, Versalles, Sta Barbara",16 PX,16,16,959114,1365798
PINTADA,DESTINO,90,0,,"Med, Versalles, Sta Barbara",19 PX,19,19,1052686,1368492
PINTADA,DESTINO,90,0,,"Med, Versalles, Sta Barbara",22-25 PX,22,25,1105299,1436889
PINTADA,DESTINO,90,0,,"Med, Versalles, Sta Barbara",30-42 PX,30,42,1234368,1604678
PLANETA RICA,DESTINO,349,0,,"Med, Yarumal, Pto Valdivia, Taraza",12 PX,12,12,2479661,3531087
PLANETA RICA,DESTINO,349,0,,"Med, Yarumal, Pto Valdivia, Taraza",14 PX,14,14,2643412,3764271
PLANETA RICA,DESTINO,349,0,,"Med, Yarumal, Pto Valdivia, Taraza",16 PX,16,16,2924128,4164017
PLANETA RICA,DESTINO,349,0,,"Med, Yarumal, Pto Valdivia, Taraza",19 PX,19,19,3146362,4090271
PLANETA RICA,DESTINO,349,0,,"Med, Yarumal, Pto Valdivia, Taraza",22-25 PX,22,25,3345203,4348764
PLANETA RICA,DESTINO,349,0,,"Med, Yarumal, Pto Valdivia, Taraza",30-42 PX,30,42,3713175,4827128
POPALITO,DESTINO,55,0,,"Med,Barbosa",12 PX,12,12,421074,599618
POPALITO,DESTINO,55,0,,"Med,Barbosa",14 PX,14,14,456164,649587
POPALITO,DESTINO,55,0,,"Med,Barbosa",16 PX,16,16,514647,732867
POPALITO,DESTINO,55,0,,"Med,Barbosa",19 PX,19,19,596522,775479
POPALITO,DESTINO,55,0,,"Med,Barbosa",22-25 PX,22,25,678398,881917
POPALITO,DESTINO,55,0,,"Med,Barbosa",30-42 PX,30,42,753022,978928
POPAYAN,DESTINO,581,0,,"Med, Irra, Pereira, Cali, Popayán",12 PX,12,12,3450471,4913540
POPAYAN,DESTINO,581,0,,"Med, Irra, Pereira, Cali, Popayán",14 PX,14,14,3859849,5496503
POPAYAN,DESTINO,581,0,,"Med, Irra, Pereira, Cali, Popayán",16 PX,16,16,4163959,5929560
POPAYAN,DESTINO,581,0,,"Med, Irra, Pereira, Cali, Popayán",19 PX,19,19,4561640,5930132
POPAYAN,DESTINO,581,0,,"Med, Irra, Pereira, Cali, Popayán",22-25 PX,22,25,4854053,6310269
POPAYAN,DESTINO,581,0,,"Med, Irra, Pereira, Cali, Popayán",30-42 PX,30,42,5387999,7004398
PORCE I,DESTINO,65,0,,"Med,Barbosa,Popalito",12 PX,12,12,701791,999364
PORCE I,DESTINO,65,0,,"Med,Barbosa,Popalito",14 PX,14,14,771970,1099301
PORCE I,DESTINO,65,0,,"Med,Barbosa,Popalito",16 PX,16,16,842149,1199237
PORCE I,DESTINO,65,0,,"Med,Barbosa,Popalito",19 PX,19,19,935721,1216437
PORCE I,DESTINO,65,0,,"Med,Barbosa,Popalito",22-25 PX,22,25,1029293,1338081
PORCE I,DESTINO,65,0,,"Med,Barbosa,Popalito",30-42 PX,30,42,1142515,1485270
PORCE II,DESTINO,147,0,80,"Med,Barbosa,Porce.80 Kms dest",12 PX,12,12,1099472,1565670
PORCE II,DESTINO,147,0,80,"Med,Barbosa,Porce.80 Kms dest",14 PX,14,14,1146258,1632295
PORCE II,DESTINO,147,0,80,"Med,Barbosa,Porce.80 Kms dest",16 PX,16,16,1193044,1698919
PORCE II,DESTINO,147,0,80,"Med,Barbosa,Porce.80 Kms dest",19 PX,19,19,1274920,1657396
PORCE II,DESTINO,147,0,80,"Med,Barbosa,Porce.80 Kms dest",22-25 PX,22,25,1403582,1824656
PORCE II,DESTINO,147,0,80,"Med,Barbosa,Porce.80 Kms dest",30-42 PX,30,42,1557976,2025368
PUEBLO RICO,DESTINO,118,0,,"Med, Amaga, Bolombolo, Tarso, Otra via por Andes.25 Km",12 PX,12,12,842149,1199237
PUEBLO RICO,DESTINO,118,0,,"Med, Amaga, Bolombolo, Tarso, Otra via por Andes.25 Km",14 PX,14,14,994204,1415766
PUEBLO RICO,DESTINO,118,0,,"Med, Amaga, Bolombolo, Tarso, Otra via por Andes.25 Km",16 PX,16,16,1111169,1582327
PUEBLO RICO,DESTINO,118,0,,"Med, Amaga, Bolombolo, Tarso, Otra via por Andes.25 Km",19 PX,19,19,1228134,1596574
PUEBLO RICO,DESTINO,118,0,,"Med, Amaga, Bolombolo, Tarso, Otra via por Andes.25 Km",22-25 PX,22,25,1356796,1763834
PUEBLO RICO,DESTINO,118,0,,"Med, Amaga, Bolombolo, Tarso, Otra via por Andes.25 Km",30-42 PX,30,42,1506043,1957856
PUENTE IGLESIAS,DESTINO,85,0,,"Med, Fredonia, Otra via Bolombolo",12 PX,12,12,608219,866116
PUENTE IGLESIAS,DESTINO,85,0,,"Med, Fredonia, Otra via Bolombolo",14 PX,14,14,655005,932740
PUENTE IGLESIAS,DESTINO,85,0,,"Med, Fredonia, Otra via Bolombolo",16 PX,16,16,701791,999364
PUENTE IGLESIAS,DESTINO,85,0,,"Med, Fredonia, Otra via Bolombolo",19 PX,19,19,771970,1003561
PUENTE IGLESIAS,DESTINO,85,0,,"Med, Fredonia, Otra via Bolombolo",22-25 PX,22,25,888935,1155615
PUENTE IGLESIAS,DESTINO,85,0,,"Med, Fredonia, Otra via Bolombolo",30-42 PX,30,42,986718,1282733
PUERTO BERRIO,DESTINO,210,0,,"Med, Santuario,Pto Triunfo, Pto Boyaca, Otra via Cisneros",12 PX,12,12,1426975,2032040
PUERTO BERRIO,DESTINO,210,0,,"Med, Santuario,Pto Triunfo, Pto Boyaca, Otra via Cisneros",14 PX,14,14,1579029,2248569
PUERTO BERRIO,DESTINO,210,0,,"Med, Santuario,Pto Triunfo, Pto Boyaca, Otra via Cisneros",16 PX,16,16,1684298,2398474
PUERTO BERRIO,DESTINO,210,0,,"Med, Santuario,Pto Triunfo, Pto Boyaca, Otra via Cisneros",19 PX,19,19,1871442,2432875
PUERTO BERRIO,DESTINO,210,0,,"Med, Santuario,Pto Triunfo, Pto Boyaca, Otra via Cisneros",22-25 PX,22,25,2105372,2736984
PUERTO BERRIO,DESTINO,210,0,,"Med, Santuario,Pto Triunfo, Pto Boyaca, Otra via Cisneros",30-42 PX,30,42,2336963,3038052
PUERTO BOYACA,DESTINO,179,1,,"Med, Pto Berrio, Boyacá, Pto Nare",12 PX,12,12,1520547,2165289
PUERTO BOYACA,DESTINO,179,1,,"Med, Pto Berrio, Boyacá, Pto Nare",14 PX,14,14,1637512,2331850
PUERTO BOYACA,DESTINO,179,1,,"Med, Pto Berrio, Boyacá, Pto Nare",16 PX,16,16,1719387,2448442
PUERTO BOYACA,DESTINO,179,1,,"Med, Pto Berrio, Boyacá, Pto Nare",19 PX,19,19,1801263,2341642
PUERTO BOYACA,DESTINO,179,1,,"Med, Pto Berrio, Boyacá, Pto Nare",22-25 PX,22,25,1871442,2432875
PUERTO BOYACA,DESTINO,179,1,,"Med, Pto Berrio, Boyacá, Pto Nare",30-42 PX,30,42,2077301,2700491
PUERTO ESCONDIDO,DESTINO,540,0,,"Med, Yarumal, Yarumal, Monteria",12 PX,12,12,3859849,5496503
PUERTO ESCONDIDO,DESTINO,540,0,,"Med, Yarumal, Yarumal, Monteria",14 PX,14,14,4163959,5929560
PUERTO ESCONDIDO,DESTINO,540,0,,"Med, Yarumal, Yarumal, Monteria",16 PX,16,16,4397889,6262682
PUERTO ESCONDIDO,DESTINO,540,0,,"Med, Yarumal, Yarumal, Monteria",19 PX,19,19,4631819,6021365
PUERTO ESCONDIDO,DESTINO,540,0,,"Med, Yarumal, Yarumal, Monteria",22-25 PX,22,25,4889142,6355885
PUERTO ESCONDIDO,DESTINO,540,0,,"Med, Yarumal, Yarumal, Monteria",30-42 PX,30,42,5426948,7055033
PUERTO NARE,DESTINO,191,0,,"Med, Santuario, Pto triunfo,Pto Boyaca, Pto Berrio, Otra cis",12 PX,12,12,1555636,2215257
PUERTO NARE,DESTINO,191,0,,"Med, Santuario, Pto triunfo,Pto Boyaca, Pto Berrio, Otra cis",14 PX,14,14,1625815,2315194
PUERTO NARE,DESTINO,191,0,,"Med, Santuario, Pto triunfo,Pto Boyaca, Pto Berrio, Otra cis",16 PX,16,16,1742780,2481754
PUERTO NARE,DESTINO,191,0,,"Med, Santuario, Pto triunfo,Pto Boyaca, Pto Berrio, Otra cis",19 PX,19,19,1836353,2387258
PUERTO NARE,DESTINO,191,0,,"Med, Santuario, Pto triunfo,Pto Boyaca, Pto Berrio, Otra cis",22-25 PX,22,25,2081979,2706573
PUERTO NARE,DESTINO,191,0,,"Med, Santuario, Pto triunfo,Pto Boyaca, Pto Berrio, Otra cis",30-42 PX,30,42,2310997,3004296
PUERTO TRIUNFO,DESTINO,187,0,,"Med,Guarne,Marinilla,Cocorna ,San luis",12 PX,12,12,1005900,1432422
PUERTO TRIUNFO,DESTINO,187,0,,"Med,Guarne,Marinilla,Cocorna ,San luis",14 PX,14,14,1204741,1715575
PUERTO TRIUNFO,DESTINO,187,0,,"Med,Guarne,Marinilla,Cocorna ,San luis",16 PX,16,16,1333402,1898792
PUERTO TRIUNFO,DESTINO,187,0,,"Med,Guarne,Marinilla,Cocorna ,San luis",19 PX,19,19,1473761,1915889
PUERTO TRIUNFO,DESTINO,187,0,,"Med,Guarne,Marinilla,Cocorna ,San luis",22-25 PX,22,25,1871442,2432875
PUERTO TRIUNFO,DESTINO,187,0,,"Med,Guarne,Marinilla,Cocorna ,San luis",30-42 PX,30,42,2077301,2700491
QUIBDO,DESTINO,217,0,,"Med, Ciudad Bolivar, La Trocha Manguiri",12 PX,12,12,3391989,4830260
QUIBDO,DESTINO,217,0,,"Med, Ciudad Bolivar, La Trocha Manguiri",14 PX,14,14,3532347,5030133
QUIBDO,DESTINO,217,0,,"Med, Ciudad Bolivar, La Trocha Manguiri",16 PX,16,16,3859849,5496503
QUIBDO,DESTINO,217,0,,"Med, Ciudad Bolivar, La Trocha Manguiri",19 PX,19,19,4304317,5595612
QUIBDO,DESTINO,217,0,,"Med, Ciudad Bolivar, La Trocha Manguiri",22-25 PX,22,25,4795570,6234241
QUIBDO,DESTINO,217,0,,"Med, Ciudad Bolivar, La Trocha Manguiri",30-42 PX,30,42,5323083,6920008
REMEDIOS,DESTINO,210,0,,"Medellín, Segovia",12 PX,12,12,1555636,2215257
REMEDIOS,DESTINO,210,0,,"Medellín, Segovia",14 PX,14,14,1602422,2281881
REMEDIOS,DESTINO,210,0,,"Medellín, Segovia",16 PX,16,16,1660905,2365162
REMEDIOS,DESTINO,210,0,,"Medellín, Segovia",19 PX,19,19,1731084,2250409
REMEDIOS,DESTINO,210,0,,"Medellín, Segovia",22-25 PX,22,25,1824656,2372053
REMEDIOS,DESTINO,210,0,,"Medellín, Segovia",30-42 PX,30,42,2025368,2632979
RIO CLARO,DESTINO,150,0,,"Med, Guarne, Marinilla, Cocorna",12 PX,12,12,1029293,1465734
RIO CLARO,DESTINO,150,0,,"Med, Guarne, Marinilla, Cocorna",14 PX,14,14,1111169,1582327
RIO CLARO,DESTINO,150,0,,"Med, Guarne, Marinilla, Cocorna",16 PX,16,16,1228134,1748887
RIO CLARO,DESTINO,150,0,,"Med, Guarne, Marinilla, Cocorna",19 PX,19,19,1356796,1763834
RIO CLARO,DESTINO,150,0,,"Med, Guarne, Marinilla, Cocorna",22-25 PX,22,25,1579029,2052738
RIO CLARO,DESTINO,150,0,,"Med, Guarne, Marinilla, Cocorna",30-42 PX,30,42,1752722,2278539
RIO GRANDE,DESTINO,60,0,,"Med, Don Matías",12 PX,12,12,538040,766179
RIO GRANDE,DESTINO,60,0,,"Med, Don Matías",14 PX,14,14,573129,816147
RIO GRANDE,DESTINO,60,0,,"Med, Don Matías",16 PX,16,16,619915,882772
RIO GRANDE,DESTINO,60,0,,"Med, Don Matías",19 PX,19,19,678398,881917
RIO GRANDE,DESTINO,60,0,,"Med, Don Matías",22-25 PX,22,25,783666,1018766
RIO GRANDE,DESTINO,60,0,,"Med, Don Matías",30-42 PX,30,42,869870,1130831
RIOHACHA,DESTINO,1118,0,,"Med, Pto Boyacá, San Alberto, Valledupar",12 PX,12,12,5965222,8494595
RIOHACHA,DESTINO,1118,0,,"Med, Pto Boyacá, San Alberto, Valledupar",14 PX,14,14,6900943,9827080
RIOHACHA,DESTINO,1118,0,,"Med, Pto Boyacá, San Alberto, Valledupar",16 PX,16,16,7567644,10776476
RIOHACHA,DESTINO,1118,0,,"Med, Pto Boyacá, San Alberto, Valledupar",19 PX,19,19,8304524,10795882
RIOHACHA,DESTINO,1118,0,,"Med, Pto Boyacá, San Alberto, Valledupar",22-25 PX,22,25,9006315,11708210
RIOHACHA,DESTINO,1118,0,,"Med, Pto Boyacá, San Alberto, Valledupar",30-42 PX,30,42,9997010,12996113
RIONEGRO,DESTINO,40,0,,"Med,Guarne.Otra via Santa Elena.Otra via las palmas",12 PX,12,12,467861,666243
RIONEGRO,DESTINO,40,0,,"Med,Guarne.Otra via Santa Elena.Otra via las palmas",14 PX,14,14,526343,749523
RIONEGRO,DESTINO,40,0,,"Med,Guarne.Otra via Santa Elena.Otra via las palmas",16 PX,16,16,573129,816147
RIONEGRO,DESTINO,40,0,,"Med,Guarne.Otra via Santa Elena.Otra via las palmas",19 PX,19,19,619915,805890
RIONEGRO,DESTINO,40,0,,"Med,Guarne.Otra via Santa Elena.Otra via las palmas",22-25 PX,22,25,701791,912328
RIONEGRO,DESTINO,40,0,,"Med,Guarne.Otra via Santa Elena.Otra via las palmas",30-42 PX,30,42,778988,1012684
RIOSUCIO,DESTINO,153,0,,"Med, Pintada, Supia",12 PX,12,12,994204,1415766
RIOSUCIO,DESTINO,153,0,,"Med, Pintada, Supia",14 PX,14,14,1193044,1698919
RIOSUCIO,DESTINO,153,0,,"Med, Pintada, Supia",16 PX,16,16,1298313,1848824
RIOSUCIO,DESTINO,153,0,,"Med, Pintada, Supia",19 PX,19,19,1415278,1839862
RIOSUCIO,DESTINO,153,0,,"Med, Pintada, Supia",22-25 PX,22,25,1450368,1885478
RIOSUCIO,DESTINO,153,0,,"Med, Pintada, Supia",30-42 PX,30,42,1609908,2092880
ROLDANILLO,DESTINO,290,0,,"Valle, Cali",12 PX,12,12,2105372,2998092
ROLDANILLO,DESTINO,290,0,,"Valle, Cali",14 PX,14,14,2222337,3164653
ROLDANILLO,DESTINO,290,0,,"Valle, Cali",16 PX,16,16,2339303,3331214
ROLDANILLO,DESTINO,290,0,,"Valle, Cali",19 PX,19,19,2526447,3284381
ROLDANILLO,DESTINO,290,0,,"Valle, Cali",22-25 PX,22,25,2736984,3558079
ROLDANILLO,DESTINO,290,0,,"Valle, Cali",30-42 PX,30,42,3038052,3949468
SABANALARGA,DESTINO,149,0,75,"Med,S. Jeronimo, Sopetran, Liborina.75 Kms dest",12 PX,12,12,1403582,1998728
SABANALARGA,DESTINO,149,0,75,"Med,S. Jeronimo, Sopetran, Liborina.75 Kms dest",14 PX,14,14,1485457,2115321
SABANALARGA,DESTINO,149,0,75,"Med,S. Jeronimo, Sopetran, Liborina.75 Kms dest",16 PX,16,16,1567333,2231913
SABANALARGA,DESTINO,149,0,75,"Med,S. Jeronimo, Sopetran, Liborina.75 Kms dest",19 PX,19,19,1695994,2204793
SABANALARGA,DESTINO,149,0,75,"Med,S. Jeronimo, Sopetran, Liborina.75 Kms dest",22-25 PX,22,25,1918228,2493697
SABANALARGA,DESTINO,149,0,75,"Med,S. Jeronimo, Sopetran, Liborina.75 Kms dest",30-42 PX,30,42,2129233,2768003
SABANETA,DESTINO,28,0,,"Med, Envigado",12 PX,12,12,257323,366434
SABANETA,DESTINO,28,0,,"Med, Envigado",14 PX,14,14,269020,383090
SABANETA,DESTINO,28,0,,"Med, Envigado",16 PX,16,16,292413,416402
SABANETA,DESTINO,28,0,,"Med, Envigado",19 PX,19,19,304109,395342
SABANETA,DESTINO,28,0,,"Med, Envigado",22-25 PX,22,25,339199,440959
SABANETA,DESTINO,28,0,,"Med, Envigado",30-42 PX,30,42,376511,489464
SALGAR,DESTINO,97,0,20,"Amaga,Bolobolo,Peña Lisa.20Kmdes",12 PX,12,12,935721,1332485
SALGAR,DESTINO,97,0,20,"Amaga,Bolobolo,Peña Lisa.20Kmdes",14 PX,14,14,970811,1382454
SALGAR,DESTINO,97,0,20,"Amaga,Bolobolo,Peña Lisa.20Kmdes",16 PX,16,16,1040990,1482390
SALGAR,DESTINO,97,0,20,"Amaga,Bolobolo,Peña Lisa.20Kmdes",19 PX,19,19,1122865,1459725
SALGAR,DESTINO,97,0,20,"Amaga,Bolobolo,Peña Lisa.20Kmdes",22-25 PX,22,25,1216437,1581369
SALGAR,DESTINO,97,0,20,"Amaga,Bolobolo,Peña Lisa.20Kmdes",30-42 PX,30,42,1350245,1755319
